"Target","Source","Year","Weight"
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2010,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2011,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2012,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2013,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2014,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2015,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2016,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2017,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2018,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2019,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2020,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2021,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",1996,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",1998,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",1999,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2000,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2003,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2007,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2010,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2013,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2014,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2015,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2016,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2017,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2018,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2019,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS",2020,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1984,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1985,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1988,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1989,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1990,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1991,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1992,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1993,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1994,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1995,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1996,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1997,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1998,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1999,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2000,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2001,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2002,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2003,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2004,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2005,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2006,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2007,22
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2008,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2009,26
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2010,17
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2011,28
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2012,17
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2013,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2014,16
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2015,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2016,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2017,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2018,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2019,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2020,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2009,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2010,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2011,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2013,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2014,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2016,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2017,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2018,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2019,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","ELECTRONIC JOURNAL OF STATISTICS",2020,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1984,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1985,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1987,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1988,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1991,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1992,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1993,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1994,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1995,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1996,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1997,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",1999,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2001,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2003,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2004,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2005,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2006,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2007,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2008,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2009,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2010,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2011,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2012,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2013,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2015,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2016,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2017,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2018,14
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2019,19
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","INTERNATIONAL STATISTICAL REVIEW",2020,16
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",1995,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",1996,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",1997,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",1998,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",1999,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2000,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2001,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2002,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2003,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2004,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2005,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2006,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2007,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2008,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2009,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2010,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2011,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2012,14
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2013,20
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2014,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2015,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2016,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2017,12
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2018,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2019,13
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2020,15
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF APPLIED STATISTICS",2021,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1986,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1987,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1988,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1989,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1990,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1992,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1993,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1994,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",1998,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2000,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2003,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2005,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2006,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2007,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2008,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2010,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2011,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2012,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2013,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2014,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2015,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2016,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2017,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2019,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2020,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF BUSINESS & ECONOMIC STATISTICS",2021,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",1997,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",1998,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",1999,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2000,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2001,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2002,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2003,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2004,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2005,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2006,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2007,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2008,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2010,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2012,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2013,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2014,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2015,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY","JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS",2016,4
